rank,words,speech,freqency,dispersion
11703,spore,n,1325,0.82 A
11704,patterned,j,1161,0.94
11705,targeted,j,1209,0.90 A
11706,folklore,n,1275,0.85 A
11707,bustling,j,1161,0.94
11708,publicist,n,1190,0.91
11709,Chinese,n,1169,0.93
11710,subvert,v,1202,0.90 A
11711,offensive,n,1188,0.91
11712,phase,v,1163,0.93
11713,gruesome,j,1145,0.95
11714,trickle,n,1163,0.93 F
11715,redirect,v,1160,0.93
11716,drum,v,1179,0.92 F
11717,measurable,j,1216,0.89 A
11718,quarterly,j,1189,0.91 N
11719,aw,u,1234,0.88 F
11720,hospitalization,n,1240,0.87 A
11721,wad,n,1234,0.88 F
11722,liter,n,1212,0.89
11723,ravine,n,1207,0.90 F
11724,chain,v,1156,0.94
11725,tributary,n,1184,0.91
11726,stately,j,1159,0.93
11727,audition,v,1166,0.93
11728,penchant,n,1156,0.94
11729,quicken,v,1197,0.90 F
11730,repressive,j,1200,0.90 A
11731,abnormality,n,1217,0.89 A
11732,abduct,v,1177,0.92
11733,crumbling,j,1156,0.93
11734,unpack,v,1196,0.90 F
11735,depress,v,1137,0.95
11736,boon,n,1153,0.94
11737,lengthen,v,1150,0.94
11738,sitter,n,1173,0.92 M
11739,pointless,j,1155,0.94 F
11740,separated,j,1176,0.92 A
11741,songwriter,n,1189,0.91
11742,geology,n,1168,0.92
11743,tablecloth,n,1201,0.90 F
11744,smear,n,1164,0.93
11745,conformity,n,1250,0.86 A
11746,slot,v,1190,0.91 M
11747,rodeo,n,1238,0.87
11748,accelerator,n,1162,0.93
11749,hive,n,1249,0.86 F
11750,joyful,j,1143,0.94
11751,waking,n,1176,0.92 F
11752,seated,j,1167,0.92
11753,yarn,n,1177,0.92
11754,fuse,n,1161,0.93
11755,converse,v,1153,0.94
11756,liturgy,n,1279,0.84 M
11757,blank,n,1143,0.94
11758,secretive,j,1136,0.95
11759,teeter,v,1184,0.91
11760,slay,v,1162,0.93
11761,spit,n,1219,0.88 F
11762,horrifying,j,1147,0.94
11763,stroller,n,1177,0.91
11764,benevolent,j,1158,0.93
11765,modestly,r,1136,0.95
11766,thrash,v,1216,0.88 F
11767,crackle,v,1242,0.87 F
11768,bale,n,1198,0.90
11769,shaped,j,1161,0.93
11770,logically,r,1206,0.89 A
11771,say,r,1188,0.90 A
11772,strut,v,1158,0.93
11773,drone,n,1234,0.87 F
11774,coward,n,1188,0.90 F
11775,ploy,n,1140,0.94
11776,cooperative,n,1209,0.89 A
11777,toasted,j,1258,0.85 M
11778,stirring,j,1140,0.94
11779,pretense,n,1138,0.94
11780,vertically,r,1162,0.92 M
11781,big-time,j,1174,0.91 N
11782,acclaimed,j,1167,0.92
11783,balancing,n,1165,0.92
11784,manifest,j,1202,0.89 A
11785,first-year,j,1174,0.91
11786,destroyer,n,1182,0.91
11787,unborn,j,1149,0.93
11788,glittering,j,1182,0.91 F
11789,barley,n,1220,0.88 M
11790,quiver,v,1256,0.85 F
11791,reactive,j,1262,0.85 A
11792,coherence,n,1270,0.84 A
11793,briskly,r,1223,0.88 F
11794,deceptive,j,1128,0.95
11795,fabrication,n,1217,0.88 A
11796,fearless,j,1146,0.93
11797,triumph,v,1117,0.96
11798,manufactured,j,1162,0.92
11799,barbed,j,1169,0.91
11800,dormant,j,1143,0.93
11801,Californian,n,1222,0.87 N
11802,birch,n,1190,0.90 M
11803,manpower,n,1145,0.93
11804,disarmament,n,1257,0.85 A
11805,carnage,n,1133,0.94
11806,microorganism,n,1246,0.86 A
11807,stiffness,n,1258,0.85 A
11808,farm,v,1139,0.94
11809,calculator,n,1151,0.93
11810,lobe,n,1186,0.90
11811,damn,r,1205,0.88 F
11812,even,j,1124,0.95
11813,Georgian,j,1249,0.85
11814,counterproductive,j,1154,0.92 A
11815,bulge,n,1156,0.92
11816,two-week,j,1149,0.93
11817,antidote,n,1133,0.94
11818,purge,v,1124,0.95
11819,legitimize,v,1208,0.88 A
11820,juncture,n,1144,0.93
11821,antelope,n,1175,0.91
11822,ration,n,1140,0.93
11823,autobiographical,j,1167,0.91 A
11824,commando,n,1160,0.92
11825,smallpox,n,1352,0.79 S
11826,sparkle,v,1233,0.86 F
11827,relativity,n,1230,0.86 A
11828,treatise,n,1222,0.87 A
11829,saliva,n,1181,0.90
11830,lunchtime,n,1139,0.93
11831,clockwise,r,1346,0.79 M
11832,labyrinth,n,1196,0.89
11833,deteriorating,j,1129,0.94
11834,troupe,n,1159,0.92
11835,fancy,v,1158,0.92 F
11836,veterinarian,n,1156,0.92
11837,headphone,n,1183,0.90
11838,solo,r,1166,0.91 M
11839,LCD,n,1310,0.81 M
11840,vigilant,j,1118,0.95
11841,reunification,n,1269,0.84 A
11842,sufferer,n,1188,0.89 M
11843,contrasting,j,1183,0.90 A
11844,ingenious,j,1137,0.93
11845,totalitarian,j,1191,0.89 A
11846,nickname,v,1140,0.93
11847,sushi,n,1197,0.89 N
11848,contagious,j,1115,0.95
11849,Baltic,j,1358,0.78
11850,constant,n,1248,0.85 A
11851,replay,v,1124,0.94
11852,thematic,j,1261,0.84 A
11853,enlighten,v,1118,0.95
11854,intertwine,v,1139,0.93 A
11855,inspirational,j,1131,0.94
11856,bike,v,1200,0.88 M
11857,surfer,n,1160,0.91
11858,birthplace,n,1134,0.93
11859,stewardship,n,1178,0.90
11860,lemonade,n,1178,0.90 F
11861,exploit [PL],n,1120,0.95
11862,sporadic,j,1127,0.94
11863,squid,n,1271,0.83
11864,unconditional,j,1167,0.91
11865,victorious,j,1160,0.91
11866,outcry,n,1117,0.95
11867,hazy,j,1155,0.92 F
11868,blockade,n,1306,0.81
11869,swan,n,1158,0.91 F
11870,supremacy,n,1158,0.91 A
11871,pore,n,1198,0.88 M
11872,rebirth,n,1120,0.94
11873,pat,n,1125,0.94
11874,procurement,n,1177,0.90 A
11875,rooster,n,1180,0.90 F
11876,spaceship,n,1169,0.90 F
11877,plop,v,1179,0.90 F
11878,ligament,n,1177,0.90
11879,conveniently,r,1127,0.94
11880,composting,j,1563,0.68 A
11881,dashboard,n,1162,0.91 F
11882,budget,v,1137,0.93
11883,tally,n,1159,0.91
11884,puffy,j,1165,0.91 F
11885,unavoidable,j,1124,0.94
11886,utopian,j,1237,0.85 A
11887,Caucasian,j,1253,0.84 A
11888,rescuer,n,1164,0.91
11889,geographically,r,1167,0.90 A
11890,swamp,v,1113,0.95
11891,subtitle,n,1275,0.83
11892,shin,n,1142,0.92
11893,correctness,n,1185,0.89 A
11894,milieu,n,1212,0.87 A
11895,blush,n,1187,0.89 F M
11896,baptism,n,1151,0.92
11897,sabotage,v,1103,0.95
11898,shaman,n,1374,0.77 A
11899,hugely,r,1118,0.94
11900,marine,n,1159,0.91
11901,insensitive,j,1114,0.94
11902,claw,v,1203,0.87 F
11903,parochial,j,1161,0.91 A
11904,stench,n,1213,0.87 F
11905,buckle,n,1210,0.87
11906,rave,v,1132,0.93
11907,prosthesis,n,1414,0.74 A
11908,diaspora,n,1285,0.82 A
11909,ingenuity,n,1121,0.94
11910,oregano,n,1244,0.85 M
11911,boulevard,n,1136,0.93
11912,tower,v,1163,0.90 F
11913,touring,n,1157,0.91
11914,crutch,n,1139,0.92
11915,superstition,n,1148,0.91
11916,encode,v,1233,0.85 A
11917,groin,n,1144,0.92
11918,fidelity,n,1167,0.90 A
11919,solvent,n,1146,0.92
11920,totality,n,1178,0.89 A
11921,conscientious,j,1123,0.93
11922,planter,n,1152,0.91
11923,cascade,n,1136,0.92
11924,charisma,n,1117,0.94
11925,topical,j,1244,0.84 A
11926,violet,n,1162,0.90 M
11927,occupancy,n,1168,0.90
11928,foreseeable,j,1135,0.92 A
11929,braille,n,1602,0.65 A
11930,predominant,j,1189,0.88 A
11931,instructive,j,1150,0.91 A
11932,shawl,n,1191,0.88 F
11933,retribution,n,1116,0.94
11934,budding,j,1123,0.93
11935,secretary-general,n,1182,0.89
11936,optimize,v,1217,0.86 A
11937,fiddle,v,1159,0.90 F
11938,apprehend,v,1109,0.94
11939,stony,j,1132,0.92 F
11940,unheard,j,1096,0.95
11941,solidly,r,1100,0.95
11942,worrisome,j,1103,0.95
11943,fennel,n,1213,0.86 M
11944,tyrant,n,1120,0.93
11945,commotion,n,1176,0.89 F
11946,decry,v,1127,0.93
11947,subjectivity,n,1288,0.81 A
11948,low-level,j,1116,0.94
11949,receiving,j,1121,0.93
11950,bounce,n,1156,0.90
11951,sinking,n,1114,0.94
11952,peddle,v,1122,0.93
11953,threatened,j,1149,0.91
11954,left-wing,j,1120,0.93
11955,fastball,n,1186,0.88 N
11956,stormy,j,1105,0.95
11957,groan,n,1230,0.85 F
11958,penguin,n,1312,0.8
11959,depletion,n,1193,0.88 A
11960,highland,n,1196,0.87 A
11961,sprawl,n,1160,0.90 N
11962,spoken,j,1122,0.93
11963,depot,n,1126,0.93
11964,easel,n,1172,0.89 M
11965,stretcher,n,1162,0.90 F
11966,twenty-six,m,1123,0.93
11967,bloodshed,n,1141,0.91
11968,coupling,n,1222,0.85 A
11969,knack,n,1118,0.93
11970,reliably,r,1143,0.91 A
11971,languish,v,1109,0.94
11972,medic,n,1150,0.91 F
11973,tremor,n,1147,0.91 F
11974,howl,n,1170,0.89 F
11975,animosity,n,1096,0.95
11976,predictably,r,1109,0.94
11977,staunch,j,1091,0.95
11978,incomprehensible,j,1109,0.94
11979,bask,v,1123,0.93
11980,tripod,n,1161,0.90 M
11981,airwaves [PL],n,1122,0.93
11982,Frenchman,n,1132,0.92
11983,outward,j,1115,0.93
11984,glucose,n,1207,0.86 M
11985,squander,v,1091,0.95
11986,flawless,j,1125,0.92
11987,sway,n,1103,0.94
11988,serpent,n,1148,0.90 F
11989,petite,j,1145,0.91
11990,beggar,n,1198,0.87
11991,streamline,v,1121,0.93
11992,branch,v,1101,0.94
11993,prematurely,r,1081,0.96
11994,spasm,n,1133,0.91 F
11995,matchup,n,1275,0.81 N
11996,real-world,j,1152,0.90 A
11997,staging,n,1131,0.92
11998,discontinue,v,1126,0.92 A
11999,small-scale,j,1155,0.90 A
12000,intermediary,n,1161,0.89 A
12001,prognosis,n,1141,0.91 A
12002,miraculously,r,1099,0.94
12003,queer,j,1159,0.89
12004,segregated,j,1117,0.93
12005,etiquette,n,1122,0.92
12006,deportation,n,1137,0.91
12007,bourbon,n,1144,0.90 F
12008,skirt,v,1116,0.93
12009,intestine,n,1131,0.91 M
12010,caress,v,1212,0.85 F
12011,galactic,j,1157,0.89 M
12012,crushing,j,1084,0.95
12013,inadequacy,n,1160,0.89 A
12014,inland,j,1116,0.93
12015,riddle,n,1160,0.89
12016,immature,j,1088,0.95
12017,sinus,n,1261,0.82 A
12018,volatility,n,1148,0.90
12019,negligence,n,1154,0.89 A
12020,harshly,r,1092,0.95
12021,durability,n,1156,0.89 M
12022,shutdown,n,1135,0.91
12023,weakly,r,1162,0.89 F
12024,dimly,r,1159,0.89 F
12025,thirds,m,1108,0.93
12026,perceptual,j,1288,0.8 A
12027,humankind,n,1134,0.91 A
12028,Englishman,n,1110,0.93
12029,medicinal,j,1140,0.90 M
12030,fraught,j,1088,0.95
12031,lash,n,1176,0.88 F
12032,low-key,j,1125,0.92 N
12033,wicker,n,1137,0.91 F
12034,overhaul,v,1131,0.91 N
12035,fruitful,j,1146,0.90 A
12036,restroom,n,1122,0.92
12037,ketchup,n,1138,0.91
12038,squeal,v,1199,0.86 F
12039,image,v,1173,0.88 A
12040,mayonnaise,n,1162,0.89 M
12041,cheekbone,n,1192,0.86 F
12042,junkie,n,1106,0.93
12043,dishwasher,n,1131,0.91
12044,tally,v,1096,0.94
12045,double,r,1100,0.94
12046,pathologist,n,1120,0.92
12047,hobble,v,1133,0.91 F
12048,impatiently,r,1230,0.84 F
12049,shrink,n,1139,0.90 F
12050,IPod,n,1318,0.78
12051,contingent,j,1196,0.86 A
12052,interracial,j,1167,0.88
12053,tort,n,1198,0.86 A
12054,bruised,j,1135,0.91 F
12055,torrent,n,1107,0.93
12056,fastest-growing,j,1140,0.90 N
12057,dribble,v,1128,0.91 F
12058,interstellar,j,1162,0.88
12059,unconsciously,r,1115,0.92
12060,breach,v,1071,0.96
12061,primal,j,1110,0.93
12062,glaze,v,1127,0.91 M
12063,appellate,j,1138,0.90
12064,better,v,1075,0.95
12065,Chilean,j,1161,0.88 A
12066,notification,n,1110,0.92
12067,locomotive,n,1129,0.91
12068,nitrate,n,1403,0.73 A
12069,jack,v,1169,0.88 F
12070,shameful,j,1071,0.96
12071,utmost,j,1078,0.95
12072,fiance,n,1104,0.93
12073,fundamentalism,n,1147,0.89 A
12074,grandeur,n,1099,0.93
12075,peacekeeping,j,1158,0.88
12076,plaster,v,1115,0.92 F
12077,unmarked,j,1122,0.91 F
12078,beaver,n,1140,0.90
12079,groundwork,n,1089,0.94
12080,silky,j,1147,0.89 F
12081,convict,n,1109,0.92
12082,aptly,r,1101,0.93
12083,precipitation,n,1265,0.81 A
12084,candlelight,n,1115,0.92
12085,mast,n,1125,0.91
12086,cyberspace,n,1166,0.88
12087,mesmerize,v,1099,0.93
12088,giftedness,n,1358,0.75 A
12089,obscenity,n,1152,0.89
12090,situational,j,1263,0.81 A
12091,bruise,v,1108,0.92 F
12092,preschooler,n,1145,0.89 M
12093,hard-line,j,1133,0.90
12094,peek,n,1095,0.93
12095,protracted,j,1095,0.93
12096,tack,n,1088,0.94
12097,dreamer,n,1130,0.90
12098,interplay,n,1155,0.88 A
12099,acculturation,n,1590,0.64 A
12100,clinically,r,1188,0.86 A
12101,baffle,v,1080,0.94
12102,bye-bye,u,1268,0.8 S
12103,alloy,n,1152,0.89 M
12104,populace,n,1114,0.92 A
12105,formative,j,1150,0.89 A
12106,dogma,n,1134,0.90 A
12107,breaker,n,1089,0.94
12108,policy-making,n,1228,0.83 A
12109,horrendous,j,1083,0.94
12110,lug,v,1118,0.91 F
12111,adjunct,n,1160,0.88 A
12112,densely,r,1084,0.94
12113,existential,j,1168,0.87 A
12114,coarsely,r,1233,0.83 M
12115,articulate,j,1067,0.95
12116,elastic,j,1119,0.91
12117,befriend,v,1071,0.95
12118,pavilion,n,1109,0.92
12119,ore,n,1104,0.92
12120,midwife,n,1136,0.90
12121,bandit,n,1098,0.93
12122,loose,v,1109,0.92 F
12123,nutmeg,n,1168,0.87 M
12124,heroism,n,1093,0.93
12125,bullying,n,1562,0.65 A
12126,protrude,v,1126,0.90 F
12127,breast-feeding,n,1214,0.84 M
12128,ruined,j,1136,0.89 F
12129,feasibility,n,1178,0.86 A
12130,optimist,n,1079,0.94
12131,doorbell,n,1184,0.86 F
12132,crumple,v,1186,0.86 F
12133,moody,j,1097,0.93
12134,behaviour,n,1190,0.85 M A
12135,teamwork,n,1101,0.92
12136,handbag,n,1120,0.91 F
12137,saddle,v,1089,0.93
12138,turning,j,1073,0.95
12139,wretched,j,1112,0.91 F
12140,guidebook,n,1095,0.93
12141,mischief,n,1089,0.93
12142,cool,r,1121,0.91 M
12143,wanted,j,1132,0.90
12144,exhale,v,1205,0.84 F
12145,fray,n,1073,0.95
12146,dislike,n,1066,0.95
12147,manhood,n,1097,0.92
12148,childish,j,1132,0.90 F
12149,RBI,n,1287,0.79 N
12150,discretionary,j,1108,0.91
12151,connecting,j,1071,0.95
12152,generational,j,1105,0.92 A
12153,oval,n,1114,0.91
12154,attrition,n,1161,0.87 A
12155,workload,n,1187,0.85 A
12156,taker,n,1077,0.94
12157,prelude,n,1069,0.95
12158,gingerly,r,1148,0.88 F
12159,GNP,n,1226,0.83 A
12160,waft,v,1133,0.89 F
12161,unprotected,j,1086,0.93
12162,pellet,n,1112,0.91
12163,forbidden,j,1077,0.94
12164,helium,n,1122,0.90
12165,dissect,v,1057,0.96
12166,cosmology,n,1168,0.87 A
12167,aristocratic,j,1128,0.90 A
12168,glitter,n,1094,0.92
12169,disputed,j,1135,0.89
12170,cardinal,n,1270,0.8
12171,verbally,r,1103,0.92 A
12172,pipe,v,1087,0.93
12173,abyss,n,1088,0.93
12174,estranged,j,1061,0.95
12175,enclosed,j,1080,0.93
12176,rout,v,1088,0.93
12177,bribe,v,1057,0.95
12178,wasp,n,1146,0.88
12179,negotiated,j,1150,0.88 A
12180,modesty,n,1096,0.92
12181,termite,n,1218,0.83
12182,fencing,n,1118,0.90
12183,redwood,n,1106,0.91
12184,fantasize,v,1073,0.94
12185,idealistic,j,1072,0.94
12186,random,r,1061,0.95
12187,gut,v,1070,0.94
12188,clandestine,j,1075,0.94
12189,flop,n,1071,0.94
12190,weaponry,n,1071,0.94
12191,mysteriously,r,1062,0.95
12192,re-enter,v,1060,0.95
12193,tether,v,1137,0.89 F
12194,medalist,n,1244,0.81 N
12195,enigmatic,j,1067,0.94
12196,essential [PL],n,1106,0.91 M
12197,cub,n,1143,0.88
12198,allure,n,1077,0.93
12199,unruly,j,1067,0.94
12200,median,n,1145,0.88 A
12201,distraught,j,1079,0.93
12202,Alaskan,j,1106,0.91
12203,grassland,n,1111,0.91
12204,quiet,v,1108,0.91 F
12205,approximate,v,1143,0.88 A
12206,bagel,n,1154,0.87
12207,up-to-date,j,1074,0.94
12208,sprint,n,1120,0.90
12209,thankfully,r,1080,0.93
12210,jab,v,1161,0.87 F
12211,eschew,v,1092,0.92
12212,stuffing,n,1129,0.89
12213,looming,j,1056,0.95
12214,borough,n,1112,0.90 N
12215,hind,j,1121,0.90 F
12216,wither,v,1074,0.93
12217,propagate,v,1126,0.89 A
12218,almighty,j,1072,0.94
12219,liberating,j,1078,0.93
12220,reimburse,v,1083,0.93
12221,Tibetan,j,1120,0.90
12222,solace,n,1050,0.96
12223,grossly,r,1061,0.95
12224,coding,n,1226,0.82 A
12225,silvery,j,1134,0.88 F
12226,screech,v,1168,0.86 F
12227,extinguish,v,1066,0.94
12228,brute,n,1072,0.93
12229,piety,n,1114,0.90 A
12230,opium,n,1116,0.90
12231,cancellation,n,1096,0.91
12232,anterior,j,1234,0.81 A
12233,ransom,n,1070,0.94
12234,inaugurate,v,1071,0.93
12235,fluent,j,1066,0.94
12236,meticulously,r,1061,0.94
12237,perpetrate,v,1059,0.94
12238,wag,v,1135,0.88 F
12239,leftover [PL],n,1076,0.93
12240,trimming [PL],n,1355,0.74 A
12241,reconnaissance,n,1089,0.92
12242,tar,n,1104,0.91
12243,schizophrenia,n,1134,0.88
12244,airliner,n,1104,0.91
12245,mitigation,n,1440,0.69 A
12246,bittersweet,j,1066,0.94
12247,delta,n,1134,0.88
12248,footnote,v,1276,0.78 M
12249,rationalize,v,1072,0.93 A
12250,subset,n,1179,0.85 A
12251,circumvent,v,1075,0.93 A
12252,sludge,n,1517,0.66 A
12253,y''all,p,1137,0.88 F
12254,uphill,j,1082,0.92
12255,hourly,j,1074,0.93
12256,scorn,n,1058,0.94
12257,otter,n,1141,0.87 M
12258,tamper,v,1078,0.93
12259,elective,j,1099,0.91 A
12260,exempt,j,1075,0.93
12261,uniqueness,n,1143,0.87 A
12262,ace,n,1083,0.92
12263,taped,j,1086,0.92
12264,chilled,j,1094,0.91
12265,leopard,n,1111,0.90
12266,latch,v,1062,0.94
12267,bunny,n,1078,0.92
12268,stratum,n,1138,0.87 A
12269,vinaigrette,n,1150,0.87 M N
12270,mash,v,1091,0.91
12271,shuffling,n,1125,0.88 F
12272,Buddhism,n,1143,0.87 A
12273,contracting,j,1095,0.91
12274,temp,n,1098,0.91
12275,midway,r,1057,0.94
12276,attendee,n,1119,0.89
12277,Venetian,j,1108,0.90
12278,bullpen,n,1223,0.81 N
12279,exodus,n,1078,0.92
12280,moan,n,1162,0.86 F
12281,bystander,n,1050,0.95
12282,untrue,j,1075,0.92 S
12283,munch,v,1084,0.92 F
12284,compulsive,j,1054,0.94
12285,paramilitary,j,1089,0.91
12286,woven,j,1084,0.92
12287,flannel,n,1125,0.88 F
12288,cock,n,1142,0.87 F
12289,blinding,j,1115,0.89 F
12290,bliss,n,1064,0.93
12291,recital,n,1099,0.90
12292,infertility,n,1127,0.88 M
12293,warship,n,1090,0.91
12294,adjoining,j,1058,0.94
12295,tunic,n,1196,0.83 F
12296,rushing,j,1119,0.89 N
12297,infidelity,n,1206,0.82
12298,specialization,n,1183,0.84 A
12299,bearer,n,1073,0.92
12300,gauge,v,1042,0.95
12301,brew,n,1067,0.93
12302,rumble,n,1118,0.89 F
12303,digestive,j,1144,0.87 M
12304,incense,n,1091,0.91 F
12305,probing,j,1046,0.95
12306,vice-president,n,1142,0.87 M
12307,waterproof,j,1151,0.86 M
12308,bait,v,1096,0.90
12309,illegitimate,j,1061,0.93
12310,meteorite,n,1257,0.79 M
12311,plush,j,1081,0.92
12312,butt,v,1065,0.93
12313,aha,u,1083,0.91
12314,burnt,j,1096,0.90 M
12315,conceivably,r,1052,0.94
12316,disqualify,v,1053,0.94
12317,snug,j,1104,0.90 M
12318,serviceman,n,1096,0.90
12319,nonstick,j,1244,0.8 M
12320,scheduling,n,1107,0.89 A
12321,plumber,n,1081,0.91
12322,conservationist,n,1142,0.87 M
12323,Jesuit,j,1157,0.85 M
12324,scholastic,j,1143,0.86 A
12325,postoperative,j,1311,0.75 A
12326,itch,v,1077,0.92 F
12327,rattle,n,1107,0.89 F
12328,undeniable,j,1041,0.95
12329,formality,n,1052,0.94
12330,chrome,n,1084,0.91 F
12331,ravage,v,1038,0.95
12332,assemblage,n,1124,0.88 A
12333,right-hand,j,1041,0.95
12334,polity,n,1231,0.8 A
12335,logistical,j,1056,0.93
12336,tsunami,n,1550,0.64 S
12337,incompetence,n,1044,0.94
12338,swerve,v,1137,0.87 F
12339,muffled,j,1168,0.84 F
12340,processed,j,1084,0.91 M
12341,flower,v,1089,0.91 M
12342,desolate,j,1059,0.93 F
12343,torment,v,1061,0.93 F
12344,Koran,n,1124,0.88
12345,harp,n,1129,0.87 F
12346,pumping,n,1068,0.92
12347,retaliate,v,1065,0.92
12348,spreadsheet,n,1134,0.87 M
12349,amino,n,1166,0.84 M
12350,sequential,j,1191,0.83 A
12351,summertime,n,1051,0.94
12352,wherein,r,1107,0.89 A
12353,alike,j,1039,0.95
12354,wee,j,1064,0.92
12355,slam,n,1055,0.93
12356,ethnically,r,1109,0.89 A
12357,sculpt,v,1060,0.93 M
12358,Welsh,j,1121,0.88
12359,workstation,n,1102,0.89
12360,momentary,j,1068,0.92 F
12361,prophetic,j,1072,0.92 A
12362,silver,j,1076,0.91 F
12363,impersonal,j,1080,0.91 A
12364,whiff,n,1079,0.91 F
12365,artichoke,n,1147,0.86 M
12366,clamor,v,1034,0.95
12367,creed,n,1065,0.92
12368,relaxing,j,1062,0.92 M
12369,bowl,v,1068,0.92
12370,POW,n,1230,0.8 S
12371,latent,j,1125,0.87 A
12372,unwelcome,j,1030,0.95
12373,defending,j,1127,0.87 N
12374,pervade,v,1080,0.91 A
12375,spectral,j,1125,0.87 A
12376,seamless,j,1052,0.93
12377,figurative,j,1126,0.87 A
12378,express,j,1063,0.92
12379,analytic,j,1169,0.84 A
12380,instill,v,1041,0.94
12381,shrill,j,1115,0.88 F
12382,disarray,n,1033,0.95
12383,poppy,n,1069,0.92
12384,preferential,j,1135,0.86 A
12385,skew,v,1039,0.94
12386,hangar,n,1098,0.89 F
12387,misuse,n,1102,0.89 A
12388,negligible,j,1084,0.90 A
12389,mythic,j,1074,0.91 A
12390,suspiciously,r,1104,0.89 F
12391,deliberate,v,1046,0.94
12392,facilitator,n,1136,0.86 A
12393,communist,n,1121,0.87
12394,grapefruit,n,1069,0.92 M
12395,jolt,v,1067,0.92 F
12396,ram,v,1061,0.92 F
12397,lapel,n,1070,0.91 F
12398,rapport,n,1061,0.92 A
12399,hack,n,1111,0.88 F
12400,tuxedo,n,1071,0.91 F
12401,compulsion,n,1052,0.93
12402,unimaginable,j,1027,0.95
12403,fender,n,1064,0.92
12404,windfall,n,1054,0.93
12405,gilded,j,1064,0.92
12406,papal,j,1091,0.89 A
12407,dissolution,n,1135,0.86 A
12408,endemic,j,1092,0.89 A
12409,anesthesia,n,1078,0.91
12410,devotee,n,1055,0.92
12411,resin,n,1089,0.90 M
12412,stinging,j,1061,0.92 F
12413,literate,j,1104,0.88 A
12414,battleground,n,1136,0.86
12415,supplant,v,1057,0.92 A
12416,religiously,r,1066,0.91 A
12417,seeming,j,1037,0.94
12418,conduit,n,1038,0.94
12419,teddy,n,1057,0.92
12420,mammogram,n,1143,0.85 M
12421,latch,n,1106,0.88 F
12422,suspense,n,1041,0.94
12423,parity,n,1105,0.88 A
12424,stern,n,1080,0.90 F
12425,fresco,n,1105,0.88
12426,soil,v,1053,0.92
12427,ashtray,n,1149,0.85 F
12428,ditch,v,1068,0.91
12429,sexism,n,1106,0.88
12430,spirited,j,1027,0.95
12431,sexist,j,1052,0.92
12432,diagonal,j,1075,0.90 M
12433,tonic,n,1070,0.91 F
12434,handout,n,1047,0.93
12435,oppressed,j,1075,0.90 A
12436,disintegration,n,1100,0.88 A
12437,awakening,n,1043,0.93
12438,stupidity,n,1040,0.93
12439,arcade,n,1141,0.85
12440,nobility,n,1077,0.90 A
12441,masked,j,1046,0.93
12442,wrench,n,1103,0.88 M
12443,gallop,v,1102,0.88 F
12444,inequity,n,1074,0.90 A
12445,burrow,v,1061,0.91 F
12446,patriot,n,1032,0.94
12447,clutter,n,1051,0.92
12448,obituary,n,1029,0.94
12449,morgue,n,1079,0.90 F
12450,tango,n,1174,0.83
12451,lounge,v,1059,0.91 F
12452,clear-cut,j,1032,0.94
12453,sill,n,1084,0.89 F
12454,deterrence,n,1197,0.81 A
12455,limp,j,1112,0.87 F
12456,his/her,a,1169,0.83 A
12457,trolley,n,1066,0.91 F
12458,rarity,n,1035,0.93
12459,biomedical,j,1070,0.90 A
12460,vascular,j,1195,0.81 A
12461,left,r,1119,0.86
12462,mite,n,1110,0.87
12463,interdependence,n,1153,0.84 A
12464,rudimentary,j,1036,0.93
12465,biceps [PL],n,1074,0.90 M
12466,onward,r,1039,0.93
12467,proficient,j,1088,0.89 A
12468,instrumentation,n,1136,0.85 A
12469,metropolis,n,1046,0.92
12470,hip-hop,n,1097,0.88
12471,detached,j,1026,0.94
12472,affectionate,j,1040,0.93
12473,incarceration,n,1063,0.91
12474,gorge,n,1061,0.91
12475,quirk,n,1071,0.90
12476,antler,n,1130,0.85 M
12477,earned,j,1058,0.91 N
12478,audit,v,1072,0.90
12479,marshal,v,1021,0.94
12480,counteract,v,1047,0.92 A
12481,magnesium,n,1169,0.82 M
12482,bluntly,r,1014,0.95
12483,agitate,v,1021,0.94
12484,hardened,j,1013,0.95
12485,duet,n,1037,0.93
12486,outfit,v,1047,0.92 M
12487,accrue,v,1061,0.91 A
12488,delinquency,n,1209,0.8 A
12489,camouflage,n,1038,0.93
12490,solemnly,r,1071,0.90 F
12491,replenish,v,1036,0.93 M
12492,evangelist,n,1059,0.91
12493,sesame,n,1131,0.85 M
12494,campground,n,1072,0.90 M
12495,creep,n,1049,0.92 F
12496,state-owned,j,1061,0.91 A
12497,twenty-eight,m,1036,0.93
12498,crimson,j,1061,0.91 F
12499,airtight,j,1128,0.85 M
12500,five-year-old,n,1047,0.92
12501,free-market,n,1070,0.90
12502,aforementioned,j,1076,0.89 A
12503,utterance,n,1122,0.86 A
12504,gross,v,1048,0.92
12505,vignette,n,1140,0.84 A
12506,prized,j,1031,0.93
12507,stagnant,j,1011,0.95
12508,hectic,j,1030,0.93
12509,anti-American,j,1071,0.90
12510,migratory,j,1064,0.90 A
12511,tubing,n,1069,0.90 M
12512,litany,n,1006,0.95
12513,requisite,j,1045,0.92 A
12514,real-time,j,1055,0.91
12515,dynamite,n,1132,0.85
12516,gull,n,1078,0.89 F
12517,polarize,v,1039,0.92
12518,illustrator,n,1080,0.89 M
12519,for-profit,j,1082,0.89
12520,bent,j,1046,0.92 F
12521,nonstop,j,1045,0.92
